path	parent	name	id	synapseStore	contentType	used	executed	activityName	activityDescription
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100280_Q10567.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100280_Q10567.fam	syn52473902	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100280_Q10567.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100280_Q10567.log	syn52473923	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100280_Q10567.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100280_Q10567.stdout	syn52473878	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100280_Q10567.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100280_Q10567.bim	syn52473904	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100201_Q92841.stderr	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100201_Q92841.stderr	syn52473906	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100284_O60784.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100284_O60784.fam	syn52473897	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100284_O60784.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100284_O60784.stdout	syn52473941	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100201_Q92841.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100201_Q92841.bim	syn52473837	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100030_P28482.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100030_P28482.bim	syn52473871	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100284_O60784.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100284_O60784.log	syn52473838	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100285_P12036.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100285_P12036.stdout	syn52473945	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100285_P12036.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100285_P12036.log	syn52473832	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100285_P12036.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100285_P12036.fam	syn52473853	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100285_P12036.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100285_P12036.bim	syn52473819	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100345_P35579.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100345_P35579.fam	syn52473850	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100345_P35579.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100345_P35579.log	syn52473926	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100345_P35579.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100345_P35579.stdout	syn52473821	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100345_P35579.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100345_P35579.bim	syn52473894	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100401_P46060.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100401_P46060.fam	syn52473917	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100401_P46060.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100401_P46060.log	syn52473866	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100401_P46060.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100401_P46060.stdout	syn52473896	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100412_Q99798.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100412_Q99798.fam	syn52473912	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100412_Q99798.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100412_Q99798.log	syn52473834	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100412_Q99798.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100412_Q99798.stdout	syn52473851	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000128245_Q04917.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000128245_Q04917.fam	syn52473835	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100401_P46060.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100401_P46060.bim	syn52473817	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000128245_Q04917.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000128245_Q04917.log	syn52473928	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000131100_P36543.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000131100_P36543.fam	syn52473932	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000128245_Q04917.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000128245_Q04917.stdout	syn52473861	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100412_Q99798.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100412_Q99798.bim	syn52473925	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100284_O60784.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100284_O60784.bim	syn52473842	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000131100_P36543.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000131100_P36543.log	syn52473868	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000131100_P36543.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000131100_P36543.stdout	syn52473831	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000141959_P17858.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000141959_P17858.log	syn52473856	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000141959_P17858.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000141959_P17858.fam	syn52473873	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100239_O75170.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100239_O75170.bim	syn52473937	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000128245_Q04917.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000128245_Q04917.bim	syn52473944	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000141959_P17858.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000141959_P17858.stdout	syn52473854	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000142192_P05067.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000142192_P05067.fam	syn52473863	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000142192_P05067.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000142192_P05067.stdout	syn52473840	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000142192_P05067.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000142192_P05067.log	syn52473808	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000131100_P36543.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000131100_P36543.bim	syn52473918	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000142192_P05067.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000142192_P05067.bim	syn52473951	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000154654_O15394.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000154654_O15394.fam	syn52473852	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000154654_O15394.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000154654_O15394.log	syn52473877	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000154654_O15394.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000154654_O15394.stdout	syn52473809	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100280_Q10567.bed	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100280_Q10567.bed	syn52473824	True	text/tab-separated-values				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100201_Q92841.bed	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100201_Q92841.bed	syn52473900	True	text/tab-separated-values				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000156261_P50990.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000156261_P50990.log	syn52473949	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000156261_P50990.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000156261_P50990.fam	syn52473825	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000141959_P17858.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000141959_P17858.bim	syn52473823	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000156261_P50990.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000156261_P50990.bim	syn52473931	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000156261_P50990.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000156261_P50990.stdout	syn52473813	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000159082_O43426.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000159082_O43426.fam	syn52473882	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000159082_O43426.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000159082_O43426.log	syn52473827	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000159082_O43426.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000159082_O43426.bim	syn52473818	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000159082_O43426.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000159082_O43426.stdout	syn52473875	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100345_P35579.bed	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100345_P35579.bed	syn52473857	True	text/tab-separated-values				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000154654_O15394.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000154654_O15394.bim	syn52473876	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000142192_P05067.bed	syn52473735	protocol_example.genotype.chr21_22.ENSG00000142192_P05067.bed	syn52473880	True	text/tab-separated-values				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100285_P12036.bed	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100285_P12036.bed	syn52473898	True	text/tab-separated-values				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000159131_P22102.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000159131_P22102.log	syn52473924	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000159131_P22102.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000159131_P22102.fam	syn52473860	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000159131_P22102.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000159131_P22102.stdout	syn52473892	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000160209_O00764.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000160209_O00764.fam	syn52473885	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000160209_O00764.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000160209_O00764.log	syn52473907	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000160209_O00764.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000160209_O00764.stdout	syn52473887	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000159131_P22102.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000159131_P22102.bim	syn52473934	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000160305_Q14689.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000160305_Q14689.fam	syn52473820	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000160305_Q14689.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000160305_Q14689.log	syn52473930	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000160305_Q14689.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000160305_Q14689.stdout	syn52473899	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100030_P28482.bed	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100030_P28482.bed	syn52473936	True	text/tab-separated-values				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000184117_Q9BPW8.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000184117_Q9BPW8.fam	syn52473908	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000160305_Q14689.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000160305_Q14689.bim	syn52473874	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000184117_Q9BPW8.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000184117_Q9BPW8.bim	syn52473911	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000184117_Q9BPW8.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000184117_Q9BPW8.log	syn52473830	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000184117_Q9BPW8.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000184117_Q9BPW8.stdout	syn52473933	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000160209_O00764.bim	syn52473735	protocol_example.genotype.chr21_22.ENSG00000160209_O00764.bim	syn52473848	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000100401_P46060.bed	syn52473735	protocol_example.genotype.chr21_22.ENSG00000100401_P46060.bed	syn52473833	True	text/tab-separated-values				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000160305_Q14689.bed	syn52473735	protocol_example.genotype.chr21_22.ENSG00000160305_Q14689.bed	syn52473935	True	text/tab-separated-values				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000185666_O14994.stdout	syn52473735	protocol_example.genotype.chr21_22.ENSG00000185666_O14994.stdout	syn52473884	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000185666_O14994.log	syn52473735	protocol_example.genotype.chr21_22.ENSG00000185666_O14994.log	syn52473846	True	application/octet-stream				
/mnt/vast/hpc/csg/rf2872/data/protocal_data/protocol_example.protein.enhanced_cis_chr21_chr22_genotype_by_region/protocol_example.genotype.chr21_22.ENSG00000185666_O14994.fam	syn52473735	protocol_example.genotype.chr21_22.ENSG00000185666_O14994.fam	syn52473910	True	application/octet-stream				
